TIME,U235,U238,Pu239,Pu241
0,0.4885389127,0.06439388317,0.4447668317,0.002300372474
0.1,0.4876234069,0.06448446062,0.4455745712,0.002317561216
2,0.4860473499,0.06597901236,0.4455044403,0.002469197388
20,0.4776172062,0.06637467828,0.452020278,0.003987837448
100,0.4414199722,0.06653321295,0.4798066787,0.0122401361
300,0.3994937077,0.06749267909,0.506446848,0.02656676519
500,0.362161175,0.06861214487,0.5248474956,0.04437918451
