TIME,U235,U238,Pu239,Pu241
0,0.6761582226,0.06137594047,0.2611167158,0.001349121111
0.1,0.672851987,0.06152760724,0.2642475325,0.001372873302
2,0.6746212855,0.06311530592,0.2607983071,0.001465101441
20,0.6638393717,0.06311225387,0.2705392813,0.002509093166
100,0.6192531138,0.06290172017,0.309736083,0.008109082942
300,0.5698449242,0.06371091725,0.3478732746,0.01857088394
500,0.5169288981,0.06490312001,0.3848612645,0.03330671737
