TIME,U235,U238,Pu239,Pu241
0,0.02312890178,0.07198666786,0.9001911045,0.004693325808
0.1,0.02313328226,0.07210049268,0.9000591673,0.004707057718
2,0.02306099532,0.07336122209,0.8985397985,0.005037984081
20,0.02299380586,0.07421360116,0.8944758628,0.008316730192
100,0.02264409273,0.07532999883,0.8771075834,0.024918325
300,0.02160284442,0.07638550746,0.8268814076,0.07513024053
500,0.02038758401,0.07749930849,0.7725861378,0.1295269697
